Marital_status,Application_mode,Previous_qualification_grade,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations
4,39,140,131,0,0,1,0,1,29,6,4,11.75,6,9,5,10.4,0
1,39,133.1,97,0,0,1,0,1,35,6,6,10.833333333333334,6,7,6,11.5,0
1,17,131,131.7,1,0,1,0,0,18,6,4,11.75,6,8,4,12.25,0
1,39,133.1,120,0,0,0,0,1,39,7,3,11.5,7,9,2,10.5,0
1,39,130,133,1,0,1,0,1,26,7,6,13.7,7,7,6,13.7,0
1,7,140,140,1,0,1,0,0,32,5,1,14,5,12,0,0,4
1,1,133.1,137,1,0,1,0,0,19,6,0,0,6,0,0,0,0
1,1,115,108,0,0,1,0,1,19,7,6,13,7,7,7,13.285714285714286,0
2,7,110,110,0,0,1,0,0,32,11,8,13.6,8,10,8,15.11111111111111,0
2,39,140,127.7,1,0,1,0,0,31,5,3,11,5,9,2,11.5,0
1,1,145,140.1,1,0,1,0,0,20,12,12,13.25,11,14,11,14.333333333333334,0
1,39,133.1,114.8,0,0,1,0,0,28,7,1,10.75,7,10,1,10,0
4,39,133.1,110,0,0,0,0,0,31,6,5,11.4,6,9,3,11,0
1,1,110,105.5,1,0,1,0,0,19,6,6,13,6,8,5,12.4,0
1,1,128,127.3,1,0,1,0,1,19,6,6,14,6,8,6,12.285714285714286,0
1,7,130,130,0,0,1,0,0,34,6,0,0,6,0,0,0,0
1,16,137,122.7,1,0,1,0,1,18,7,7,15.285714285714286,8,8,8,16.075,0
1,17,123,113.9,1,0,1,0,0,18,6,6,13.166666666666666,6,6,6,12.666666666666666,0
1,1,156,151.1,0,1,1,1,0,19,5,5,13.6,5,11,5,12.833333333333334,5
1,17,133.1,125.8,1,0,0,1,1,22,4,0,0,4,8,0,0,0
2,43,100,128.2,0,0,1,1,0,32,10,10,11.4,9,9,4,11.5,0
1,39,140,135.1,0,0,1,1,0,61,5,0,0,5,0,0,0,0
1,39,130,120.2,1,0,1,1,0,30,5,5,11,5,5,5,11.6,0
2,39,133.1,132.8,0,1,0,1,0,45,5,0,0,5,11,0,0,0
1,44,140,140,0,0,1,1,0,20,6,6,13.571428571428571,6,6,6,12.666666666666666,0
1,18,137,129.3,0,0,1,0,0,19,7,0,0,8,0,0,0,0
1,42,120,108.2,1,0,1,1,0,26,10,4,11.25,11,11,4,12,0
1,17,125,125.4,1,0,1,1,0,19,5,3,13.333333333333334,5,5,1,11,0
1,17,130,140.2,0,0,1,1,1,19,6,6,12,6,7,6,11.666666666666666,0
1,1,115,116.1,1,0,1,1,0,19,6,6,12.5,6,7,5,13,0
1,1,150,137.8,1,0,1,1,1,19,5,5,13.2,5,6,5,12.666666666666666,0
1,1,134,128.4,1,0,0,1,0,19,5,0,0,4,4,0,0,0
1,39,120,106,1,0,0,1,0,28,5,3,11.666666666666666,5,8,2,11.5,1
1,43,141,130.2,0,0,1,1,0,24,15,15,13.466666666666669,14,14,14,13.642857142857142,0
1,1,133,126,0,0,1,1,0,18,5,3,13.666666666666666,5,5,5,13.2,0
1,1,121,113,1,0,1,1,1,18,6,6,11.666666666666666,6,12,5,10.2,0
1,44,120,120,0,0,1,1,0,21,6,5,13.4,6,9,5,12.4,0
2,39,148,130.9,0,0,0,1,0,28,5,0,0,5,6,0,0,0
1,39,133.1,120,0,0,1,1,0,58,6,0,0,6,6,0,0,0
2,39,135,134.1,1,0,0,1,0,49,5,0,0,5,5,0,0,0
1,43,130,114.8,0,0,1,1,0,25,5,4,13.75,5,5,4,14.75,0
4,42,133.1,123,1,0,1,1,0,33,5,1,10,5,5,0,0,0
2,39,133.1,118,0,0,0,1,0,33,5,0,0,5,5,0,0,0
2,43,110,100,0,0,1,1,0,40,2,1,16,4,5,4,15.5,0
2,39,170,151.1,0,0,1,1,0,48,5,5,12.285714285714286,5,8,5,11.125,0
1,39,133.1,106,1,0,1,1,0,24,7,6,12.666666666666666,7,7,6,12.666666666666666,1
2,1,139,127.1,0,0,1,1,1,23,5,5,11.8,5,7,4,13.25,1
1,39,133.1,155.5,1,1,0,1,0,39,5,5,10.6,5,7,5,14.666666666666666,0
1,18,133.1,101,0,0,1,1,0,21,11,9,11.9,9,14,8,12.25,0
1,42,120,128.2,1,0,1,1,0,34,6,4,11.25,5,8,2,10.5,0
1,1,134,122.8,0,0,1,1,0,18,6,6,12,6,6,6,12.5,0
1,1,128,116.5,0,0,1,1,0,19,5,2,10,5,8,1,16,0
1,1,154,142,0,0,1,1,0,19,8,7,13.714285714285714,8,8,7,13.714285714285714,0
1,7,150,150,0,0,1,1,0,28,6,6,14.875,6,12,6,15.8,0
1,17,134,133.3,1,0,1,1,0,18,6,5,10.8,6,6,0,0,0
1,1,127,115.8,1,0,1,1,0,19,6,3,12,6,12,2,10,0
1,17,133.1,100,1,1,0,1,0,19,6,5,12.5,6,19,2,13.5,0
1,17,130,128.6,1,0,1,0,0,18,7,7,14.728571428571428,8,11,8,16.327272727272728,0
1,1,135,137.1,1,0,1,0,0,18,6,6,12,6,8,5,14.8,0
1,1,143,149,1,0,1,0,0,18,6,6,11.428571428571429,6,7,6,11,0
1,44,150,147,1,0,1,0,0,19,6,6,14.166666666666666,6,6,6,13.5,0
2,7,150,150,0,0,1,0,0,31,6,5,12.5,6,10,5,14.6,0
1,39,130,103.5,0,0,1,0,1,33,6,6,14.166666666666666,6,6,6,14.333333333333334,0
1,17,115,109.4,1,0,1,0,0,19,6,6,12.666666666666666,6,8,5,13.4,0
1,1,146,143.6,1,0,1,0,0,18,6,6,12.5,6,6,6,13,0
1,17,132,124.3,0,0,1,0,0,18,6,0,0,6,0,0,0,0
1,1,116,119.5,1,0,0,0,0,18,6,0,0,6,0,0,0,0
1,1,163,175.6,1,0,1,0,0,18,0,0,0,0,0,0,0,0
1,17,122,116.1,1,0,1,0,1,19,5,5,11.2,5,5,3,11,0
1,17,136,126.6,1,0,1,0,0,18,6,6,16.5,6,7,6,17.428571428571427,0
1,17,142,130.8,1,0,1,0,0,18,5,3,13.666666666666666,5,5,5,12,0
1,17,139,133.5,1,0,1,0,1,18,8,7,15.228571428571428,8,8,7,15.228571428571428,0
1,53,140,136.9,1,0,1,0,0,21,9,9,12.77777777777778,9,9,9,13.22222222222222,0
1,1,165,142.3,0,0,1,0,1,18,8,7,14.428571428571429,8,8,7,14.428571428571429,0
1,17,122,114.3,1,0,1,0,0,18,6,6,13.875,6,7,6,13.714285714285714,0
1,1,135,122.9,1,0,1,0,0,18,7,7,13.128,8,13,6,13.193333333333332,0
1,17,128,117.2,1,0,1,0,0,20,7,6,11.605,8,10,7,12.4125,0
1,17,139,152,0,0,1,0,1,18,5,5,14.6,5,8,5,12,0
1,1,125,122.2,1,0,1,0,0,18,6,0,0,6,0,0,0,0
1,18,102,101.7,1,0,1,0,1,20,5,5,11.8,5,6,5,11.6,0
1,17,116,119.9,1,0,1,0,0,20,6,6,12.333333333333334,6,6,6,12.333333333333334,0
1,17,138,123.7,1,1,1,0,1,19,5,4,11,5,5,0,0,0
1,51,135,121.8,0,0,1,0,1,19,11,11,13.181818181818182,11,11,11,12.909090909090908,0
1,17,110,106.1,1,1,0,0,1,18,6,1,11,6,0,0,0,0
1,17,132,124.3,1,1,1,0,1,19,6,6,11.833333333333334,6,7,6,12.285714285714286,0
1,1,126,124.3,1,0,1,0,1,20,8,8,12.98125,8,8,8,12.98125,0
1,44,117.4,117.4,1,0,1,0,0,21,7,6,11.333333333333334,5,6,5,11.2,0
1,43,120,112.7,0,0,1,0,0,21,8,6,11.68,8,12,6,11.68,0
1,17,116,123.7,0,0,1,0,0,20,6,6,14.5,6,7,6,13.5,0
1,18,111,105.8,1,0,1,0,0,19,7,7,13.142857142857142,7,8,7,12.857142857142858,0
1,17,128,124.2,0,0,0,0,0,21,5,2,11.5,5,7,2,10.5,0
1,1,123,122.3,0,0,1,0,0,18,5,5,14.2,5,7,5,11.8,0
1,1,131,123.7,0,0,1,0,1,19,6,5,11.666666666666666,6,7,5,12.2,0
1,17,135,129.8,1,0,1,0,0,18,7,7,13.175,8,8,8,14.875,0
1,1,136,123.8,1,0,1,0,1,19,8,7,13.314285714285717,8,8,7,13.314285714285717,0
1,1,132,126.4,1,0,1,0,1,18,5,3,10.6,5,12,3,10.5,0
1,1,144,138.4,0,0,1,0,0,18,6,6,13.428571428571429,6,7,6,14.142857142857142,0
1,17,129,118.2,1,0,1,0,1,18,5,4,13.25,5,8,5,15.571428571428571,0
1,17,136,121.7,1,0,1,0,0,18,6,2,13,6,6,0,0,0
1,17,125,119.8,0,0,1,0,0,18,6,0,0,6,0,0,0,0
1,1,154,164.9,0,0,1,0,0,18,6,6,14,6,6,6,13.166666666666666,0
1,42,100,100,1,0,1,0,1,20,2,2,12,6,11,6,12.833333333333334,0
1,17,126,120.4,1,0,1,0,0,18,6,5,11.8,6,7,5,10.4,1
1,18,124,117.8,0,0,1,0,1,20,8,7,12.791428571428572,8,8,7,12.791428571428572,1
4,43,150,110,0,0,1,0,0,40,8,8,11.625,7,12,5,11.2,0
1,1,133,128.8,1,0,1,0,1,18,7,6,11.994444444444444,8,11,7,12.43142857142857,0
1,1,126,116.6,1,0,1,0,0,19,6,5,11.6,6,12,5,12.2,0
1,7,120,120,0,0,1,0,0,24,5,0,0,5,6,0,0,0
1,1,175,157.5,1,0,1,0,0,19,6,6,13.166666666666666,6,7,6,13.166666666666666,0
1,1,141,136.3,1,0,1,0,0,19,8,7,14.1,8,8,7,14.1,0
1,1,133,121.5,1,0,1,0,1,20,7,6,12.396666666666668,8,9,7,12.94285714285714,0
1,1,143,133.9,0,0,1,0,0,18,7,7,15.014285714285714,8,8,8,16.0875,0
1,1,141,136.8,1,0,1,0,1,18,0,0,0,0,0,0,0,0
1,17,134,133.5,1,0,1,0,0,19,7,7,14.05,8,8,8,15.1,0
1,17,138,130,1,0,1,0,0,18,7,7,14.85,8,8,8,15.2,0
1,44,140,140,1,0,1,0,0,19,6,6,13,6,19,5,13,0
1,1,142,132.7,1,0,1,0,1,19,7,7,14.7875,8,8,8,15.8625,0
1,1,118,117.8,0,0,1,0,1,19,7,7,13.7,8,9,7,14.671428571428574,0
1,1,131,126.1,1,0,1,0,1,19,7,7,12.495714285714286,8,9,7,12.242857142857144,0
1,1,130,120,0,0,1,0,0,19,7,6,14.566666666666668,7,7,6,14.566666666666668,0
1,39,133.1,100,1,1,0,0,0,25,5,5,11.2,5,5,4,11.25,0
1,1,130,116.8,0,0,1,0,0,20,8,7,12.685714285714283,8,8,7,12.685714285714283,0
1,53,130,128.3,0,1,0,0,0,23,9,7,13.571428571428571,9,14,4,13.25,0
1,1,133.1,117,0,0,1,0,0,20,6,0,0,6,0,0,0,0
1,39,130,131.5,0,0,1,0,0,27,6,5,11,6,7,6,11.166666666666666,0
1,1,149,134.8,0,0,1,0,0,18,8,8,14.445,8,8,8,14.445,0
1,7,130,130,1,1,0,0,0,23,12,11,14,10,11,8,14.625,0
1,1,145,127.5,1,0,1,0,1,19,7,6,13.416666666666666,7,7,6,13.416666666666666,0
1,1,130,123,0,0,1,0,0,18,5,5,12.333333333333334,5,7,5,11.4,0
1,43,128,100,1,0,1,0,0,20,7,7,13.1,8,8,8,14.8125,0
1,1,111,114.2,1,0,1,0,0,18,6,4,13.2,6,10,5,12.8,0
1,1,140,123.5,1,0,1,0,1,19,8,8,14.75,8,8,8,14.75,0
1,44,140,144.3,1,0,1,0,1,19,6,6,13.142857142857142,6,6,6,14.333333333333334,0
1,1,151,161.9,0,0,1,0,0,18,5,4,13.75,5,8,5,14.857142857142858,0
1,1,132,135.9,0,0,1,0,0,18,6,5,12.4,6,7,6,13,0
1,1,116,110.1,1,0,1,0,0,18,6,6,13.333333333333334,6,6,6,12,0
1,2,120,122.5,0,0,0,0,0,28,11,11,11.727272727272728,8,8,8,12,0
1,17,158,138.1,1,0,1,0,0,19,6,4,12.5,6,11,1,14,0
1,43,116,117.3,1,1,1,0,0,20,0,0,0,0,0,0,0,0
1,1,112,106.8,1,0,1,0,1,19,7,6,13.533333333333331,8,9,7,13.614285714285714,0
1,1,126,120.1,0,0,1,0,1,20,6,6,13.166666666666666,6,6,6,12.666666666666666,0
1,1,120,116.5,1,0,1,0,1,19,6,5,13.2,6,8,5,11,0
1,1,153,139.7,1,0,1,0,1,19,7,7,13.428571428571429,7,7,7,14.857142857142858,0
1,1,124,123.7,1,0,1,0,1,18,6,6,12.714285714285714,6,8,6,12.625,0
1,17,127,116.5,0,0,1,0,0,19,6,0,0,6,0,0,0,0
1,17,126,122.2,0,0,1,0,1,19,6,6,13.666666666666666,6,9,6,13.666666666666666,0
1,1,133.1,146,0,1,1,0,0,20,6,5,11,6,6,6,13.166666666666666,0
1,17,130,123.8,0,0,1,0,0,18,5,4,12,5,6,5,12,0
1,17,127,120,0,0,1,0,0,18,6,0,0,6,0,0,0,0
1,17,143,126.9,1,0,1,0,0,18,6,5,11,6,6,6,11.666666666666666,0
1,18,130,121.3,1,0,1,0,0,20,6,5,12,6,8,6,11.571428571428571,0
1,17,136,129,1,0,1,0,1,19,7,7,13.308571428571428,8,10,8,12.55,0
1,1,125,114.9,1,1,0,0,0,21,6,3,13.666666666666666,6,7,3,10.666666666666666,0
1,17,110,106.5,1,1,0,0,0,20,6,0,0,6,9,0,0,0
1,1,130,133.9,1,0,1,0,0,18,6,5,12.2,6,8,4,11.25,0
1,1,135,124.9,0,0,1,0,1,20,6,6,12.666666666666666,6,6,6,12.833333333333334,0
1,1,133,128.5,1,0,1,0,1,19,8,8,14.07125,8,8,8,14.07125,0
1,1,122,126.2,1,0,1,0,0,22,5,4,14.25,5,9,5,13.2,4
1,17,122,121.7,1,0,0,0,0,22,6,0,0,2,2,0,0,2
1,1,128,120.3,1,0,1,0,0,19,6,2,13,6,8,5,11.6,0
1,1,139,127.8,1,0,1,0,0,19,0,0,0,0,0,0,0,0
1,1,124,123.3,1,0,1,0,1,20,8,7,14.901428571428571,8,8,7,14.901428571428571,1
1,1,135,126.3,1,1,1,0,1,18,7,7,12.65,8,9,8,12.445555555555554,0
1,51,110,128.2,0,0,0,0,0,22,12,7,11,5,5,5,10.6,0
1,17,138,134.9,1,0,1,0,0,20,5,4,12.4,5,9,5,12.666666666666666,0
1,44,140,140,0,0,1,0,0,19,6,6,12,6,7,6,12.666666666666666,0
1,1,126,115.5,1,0,1,0,1,19,7,7,12.135714285714286,8,10,7,13.328571428571427,0
1,1,145,136.6,0,0,1,0,1,19,7,6,13.766666666666666,8,10,7,14.051428571428572,0
1,18,124,119.3,1,0,1,0,0,19,8,8,13.11625,8,8,8,13.11625,0
1,1,160,152,1,0,0,0,0,19,5,0,0,6,0,0,0,0
1,1,138,144.3,0,0,1,0,0,20,7,6,12.7,8,8,7,13.571428571428571,0
1,17,127,129.5,1,0,1,0,1,20,7,6,12.333333333333334,7,7,6,12.333333333333334,0
1,1,111,105.4,0,0,1,0,0,20,5,5,13.333333333333334,5,6,5,13.2,0
1,42,100,136,1,0,1,0,0,21,7,7,14.355555555555554,8,8,8,13.49375,0
1,44,160,160,0,1,1,0,1,19,6,6,13,6,11,5,13,0
1,1,152,139.1,0,0,1,0,1,19,6,6,12.833333333333334,6,6,6,13.5,0
1,1,144,126.9,0,0,1,0,1,21,5,5,13.2,5,5,4,13,0
1,39,133.8,184,0,0,1,0,0,28,7,7,17.005555555555556,8,9,8,16.582222222222224,0
1,1,125,125,1,1,0,0,1,19,6,5,10.6,6,8,5,11,0
1,1,150,138.5,0,0,1,0,1,18,5,5,14,5,6,5,13.6,0
5,17,143,133.5,1,0,1,0,1,18,8,7,12.114285714285714,8,8,7,12.114285714285714,0
1,1,145,141.5,1,0,1,0,1,18,8,8,13.05875,8,8,8,13.05875,0
1,42,120,130,1,0,1,0,0,22,8,7,13.285714285714286,8,8,7,13.285714285714286,0
1,1,145,145,0,0,1,0,1,18,7,7,14.071428571428571,8,8,8,15.1625,0
1,17,122,114.3,0,0,0,0,0,20,6,0,0,6,0,0,0,0
1,44,110,108.3,0,0,0,0,0,26,9,4,11.25,10,12,3,11,0
1,1,136,125.2,1,0,1,0,1,18,6,6,14,6,8,6,13.625,0
1,1,145,131.7,1,0,1,0,1,21,6,6,12.166666666666666,6,11,3,11.666666666666666,0
1,17,141,126.3,1,0,1,0,0,18,8,7,13.297142857142855,8,8,7,13.297142857142855,0
1,1,149,147.6,1,0,1,0,0,20,6,6,13.923076923076923,6,9,6,14.25,0
1,1,130,125.1,1,0,1,0,0,18,7,7,13.37,8,13,7,12.833333333333334,0
1,1,128,130.8,1,0,1,0,0,20,5,4,15,5,5,4,13.75,0
1,1,152,154.1,0,1,1,0,1,18,6,6,13.333333333333334,6,7,6,12.571428571428571,0
1,1,107,103.5,1,0,1,0,0,22,6,5,13.4,6,9,5,12.2,0
1,51,141,100,0,0,1,0,0,21,5,4,11.5,5,5,5,11.4,0
1,1,148,133.8,0,0,1,0,0,18,8,7,13.485714285714284,8,8,7,13.485714285714284,0
1,1,130,118.5,0,0,1,0,1,18,6,6,12,6,8,6,11.285714285714286,0
1,17,145,150.3,1,0,1,0,0,19,0,0,0,0,0,0,0,0
1,1,135,120.5,1,0,1,0,0,19,8,7,13.258571428571427,8,11,7,13.258571428571427,0
1,17,123,120.6,1,0,0,0,0,19,6,3,11.666666666666666,6,15,1,10,0
1,16,126,118.7,1,0,1,0,1,21,6,6,13.571428571428571,6,6,6,12.5,0
1,1,150,130.8,0,0,1,0,1,20,6,5,11.8,6,9,5,11.833333333333334,0
1,1,121,112.6,1,0,1,0,1,20,5,5,14.2,5,7,5,13.285714285714286,0
1,39,133.1,117.2,0,0,1,0,0,41,5,5,11,5,6,5,11.8,1
1,17,139,131.8,1,0,1,0,0,18,8,7,14.652857142857142,8,8,7,14.652857142857142,0
4,39,160,97,0,0,1,0,1,35,6,6,11.333333333333334,6,6,6,11.333333333333334,0
1,39,110,130,0,1,0,0,0,32,7,4,13.7,7,7,0,0,0
1,39,140,148,0,0,1,0,0,37,11,11,13.727272727272728,8,8,8,14.75,0
2,39,130,103.4,0,0,1,0,0,30,7,7,11.75,8,12,7,11.142857142857142,0
1,43,132,127.1,0,0,1,1,0,23,6,6,12.333333333333334,6,11,5,13,0
1,17,139,124,1,0,1,0,1,20,6,6,14,6,7,6,13.857142857142858,0
1,1,135,121.4,0,0,1,1,0,21,5,4,11.5,5,6,4,11.75,0
1,1,117,118.1,0,0,1,1,0,19,5,5,11.2,5,5,5,13.2,0
1,17,137,121.3,1,0,1,1,1,18,8,7,15.07,8,8,7,15.07,0
1,42,144,119.5,0,0,1,1,0,18,5,1,10,5,7,1,12,0
1,18,140,130.2,1,0,1,1,0,22,6,4,13,6,11,4,12.6,0
1,17,130,130,1,0,1,1,0,18,6,4,11,6,7,3,11.25,0
1,16,130,126.9,1,0,1,0,0,18,6,6,13.571428571428571,6,11,5,12.166666666666666,0
1,1,152,168.5,1,0,1,1,0,21,6,5,14.6,6,6,5,14.2,0
4,39,133.1,130,0,1,1,0,0,38,7,3,11.833333333333334,7,14,2,10,0
1,18,140,122.8,0,0,1,0,1,19,7,7,12.625,8,11,8,12.5125,0
6,39,133.1,110,0,0,1,0,0,36,7,4,11.5,7,14,3,12.333333333333334,0
1,16,140,127.1,1,0,1,0,0,18,5,4,13.25,5,10,4,10.5,0
1,1,133.1,108.5,1,0,1,0,0,19,7,7,12.60625,8,12,6,11.9,0
1,53,140,138.2,0,1,0,0,0,21,10,8,13.75,9,17,5,13.2,0
1,1,135,124.5,0,0,1,0,1,18,6,5,11.142857142857142,6,8,6,12.285714285714286,0
1,17,140,132.3,1,0,1,0,0,20,5,1,10,5,10,1,11,0
1,17,128,120.7,1,1,1,0,0,18,6,6,11.666666666666666,6,10,4,11.5,0
1,1,141,132.6,0,0,1,0,1,18,6,6,14,6,7,6,13.142857142857142,0
1,7,140,140,0,0,1,0,0,25,5,0,0,5,9,0,0,3
1,1,139,124.5,1,0,1,0,0,19,8,7,12.04142857142857,8,9,7,12.04142857142857,0
1,1,142,142,1,0,1,0,1,18,0,0,0,0,0,0,0,0
1,7,130,130,0,0,1,0,0,39,13,13,13.76923076923077,12,16,12,14.583333333333334,0
2,39,130,144,0,0,1,0,0,29,18,18,15.444444444444445,13,13,13,15.307692307692308,0
1,7,140,140,0,0,0,0,0,23,3,2,10,6,0,0,0,0
1,42,120,113.9,1,0,1,0,0,21,6,4,12.25,6,13,3,10.333333333333334,0
1,1,147,137.2,0,0,0,0,0,18,6,6,14.5,6,6,6,15.166666666666666,0
1,7,140,140,1,0,1,0,0,23,6,6,15.571428571428571,6,8,6,16.375,0
1,1,161,152.3,0,0,1,0,0,18,6,6,15.571428571428571,6,7,6,14.714285714285714,0
2,39,133.1,112.5,0,0,1,0,0,32,6,5,13.8,6,7,6,12.166666666666666,0
2,39,150,101,0,1,0,0,0,29,5,3,10.666666666666666,5,14,2,14.8,0
1,1,113,112.3,1,1,1,0,1,20,6,5,11.6,6,8,4,11.75,0
1,39,140,114,1,0,0,0,0,28,6,1,13,6,12,0,0,0
1,7,130,130,0,0,1,0,0,27,5,3,12,5,11,4,13.625,0
1,43,120,121.5,0,1,1,0,0,22,14,12,12.333333333333334,14,14,12,12.333333333333334,2
1,7,130,130,0,0,0,0,0,28,6,1,11,6,0,0,0,0
2,39,120,125.7,0,1,0,0,0,43,6,4,12.25,6,13,4,10.5,0
1,43,140,128,1,0,0,0,0,32,7,0,0,8,8,0,0,7
4,39,133.1,120,0,0,1,0,1,35,8,8,13.63,8,9,8,13.63,1
1,1,130,117.8,1,0,1,0,0,21,5,3,13,5,7,4,11.5,1
1,1,176,169.7,0,0,1,0,1,18,7,7,16.9,8,9,8,16.37777777777778,0
1,17,124,117.7,1,0,1,0,0,18,6,5,12,6,11,4,12,0
1,44,120,121.8,1,0,1,0,0,22,6,6,12.5,6,7,6,13.285714285714286,0
1,1,140,128.3,1,0,1,0,0,19,8,7,12.764285714285714,8,8,7,12.764285714285714,0
1,18,143,132.2,1,0,1,0,1,18,5,5,13.75,5,6,5,12.166666666666666,0
1,1,136,134.3,1,1,1,0,0,19,0,0,0,0,0,0,0,0
1,1,132,123.4,0,0,1,0,1,18,7,7,14.604285714285712,8,9,8,15.68333333333333,0
2,39,133.1,121.7,0,1,0,0,0,31,5,0,0,5,7,0,0,0
2,39,100,130,0,1,1,0,1,33,6,5,13.833333333333334,6,7,6,12.5,0
1,1,137,126.5,1,0,1,0,1,19,8,8,13.57625,8,8,8,13.57625,0
1,17,153,159.7,1,0,1,0,1,18,6,6,15.142857142857142,6,6,6,15.833333333333334,0
1,1,160,151.3,0,0,1,0,0,23,5,3,10.666666666666666,5,8,5,11.6,0
1,17,145,138,1,0,1,0,0,20,6,5,11.2,6,6,6,12,0
1,1,137,126.5,1,0,1,0,0,18,8,8,13.76375,8,8,8,13.76375,0
1,1,120,112.3,0,0,1,0,1,22,6,5,10.714285714285714,6,10,5,12.2,0
1,1,122,127.3,1,1,1,0,0,20,6,6,12.166666666666666,6,7,6,11.666666666666666,0
1,7,130,130,1,0,1,0,0,23,7,6,14.357142857142858,7,8,6,14.357142857142858,0
1,17,133.1,115,1,0,1,0,0,19,6,6,12.833333333333334,6,6,6,12.666666666666666,0
1,17,150,131.5,1,0,1,0,0,19,8,7,13.925714285714283,8,8,7,13.925714285714283,0
1,39,133.1,125.7,0,0,1,0,0,26,5,2,12,5,9,3,11,0
1,1,141,126.8,1,0,1,0,0,18,7,7,13.44285714285714,8,9,8,13.744444444444444,0
1,18,146,132.4,1,0,1,1,0,18,5,1,16,5,5,0,0,0
1,44,150,150,1,0,1,1,0,20,6,6,13.125,6,10,6,13.2,0
1,1,133.1,95,0,0,1,1,0,19,6,0,0,6,6,0,0,0
1,43,120,128.2,0,0,0,1,0,32,9,5,11.4,4,4,4,11,0
2,39,150,130,0,0,0,1,0,31,4,2,11,5,9,3,11.666666666666666,0
1,42,140,159.9,1,0,1,0,0,21,6,5,13.666666666666666,6,10,5,13,0
2,43,140,100,0,0,0,0,0,31,6,4,11.75,5,6,1,10,0
2,39,133.1,116.5,0,0,1,0,0,34,7,1,10,7,7,1,13,0
1,1,128,120,0,0,1,0,1,18,6,6,13.5,6,9,6,12.833333333333334,0
1,1,117,117,1,1,1,0,0,19,6,0,0,6,0,0,0,0
1,1,124,118.1,1,0,0,0,0,18,6,3,13,6,10,5,11.8,0
1,1,158,153.5,1,0,1,0,0,20,6,6,14.833333333333334,6,6,6,16,0
1,43,137,127.9,1,0,1,0,0,20,6,6,11.833333333333334,6,7,6,12.857142857142858,0
1,17,123,118.8,1,0,1,0,1,18,6,5,12,6,11,5,12.333333333333334,0
1,1,126,126.7,1,0,1,0,0,19,6,4,12.75,6,7,6,11.333333333333334,0
4,39,133.1,110,1,0,1,0,1,30,6,0,0,6,16,1,10,0
1,17,115,115,1,0,1,0,0,19,6,6,12,6,7,6,12.857142857142858,0
1,1,132,119,1,0,1,0,0,19,7,7,11.677777777777775,8,8,8,13.8,0
1,1,132,121.8,1,0,1,0,1,19,8,7,13.6,8,8,7,13.6,0
1,1,143,133.4,1,0,1,0,0,19,6,6,16,6,8,6,15.875,0
1,1,137,131.4,1,0,1,0,0,20,6,5,11.8,6,7,6,11.5,0
1,42,130,135,0,1,1,1,0,25,5,0,0,6,7,2,14,0
1,1,121,122.8,0,0,1,1,0,19,6,0,0,6,0,0,0,0
2,39,130,140,0,1,1,0,1,34,6,6,16.142857142857142,6,10,6,16.2,0
1,18,135,125.3,1,0,1,0,1,18,8,7,11.785714285714286,8,8,7,11.785714285714286,0
1,1,137,126.3,1,0,1,0,1,18,8,8,13.42375,8,8,8,13.42375,0
1,1,100,100,0,0,1,0,0,20,6,6,12.5,6,10,5,14.166666666666666,0
1,17,127,121.3,1,0,1,0,1,20,8,7,12.464285714285714,8,8,7,12.464285714285714,0
1,39,140,120,0,0,1,0,0,28,6,1,10,6,9,0,0,0
1,43,131,129.7,1,0,1,0,0,19,5,5,12.6,5,6,4,12.4,0
2,1,151,132.1,1,0,1,0,0,34,5,2,10,5,6,4,12,0
2,51,130,120.3,0,0,1,0,0,35,7,0,0,6,0,0,0,0
1,7,120,120,0,0,1,0,0,32,5,5,11.6,5,8,5,12.333333333333334,0
1,17,136,123.1,1,0,1,0,0,19,6,6,12.166666666666666,6,6,6,13.5,0
1,17,125,119.4,1,0,1,0,0,18,6,4,13.6,6,7,5,12.666666666666666,0
2,39,133.1,140,0,0,0,0,0,35,5,4,12.5,5,8,5,11.8,0
1,17,120,113,1,0,1,0,1,20,6,6,11.714285714285714,6,8,6,12.625,0
1,1,143,133.9,1,0,1,1,1,18,6,6,13.5,6,7,6,13,0
1,1,133.1,115.5,1,0,1,1,1,20,8,7,13.024285714285714,8,8,7,13.024285714285714,0
1,17,121,116.5,1,0,0,1,0,18,6,0,0,6,0,0,0,0
1,1,168,171.2,0,0,1,1,1,18,5,5,17.333333333333332,5,8,5,18.571428571428573,0
1,1,124,119.1,0,0,1,1,1,20,5,4,11,5,7,4,11.5,0
1,17,127,121.1,1,0,1,1,0,19,7,6,13.666666666666666,7,9,6,12.5,0
1,1,137,132.8,0,0,1,1,0,19,6,6,12.833333333333334,6,8,6,11.833333333333334,0
1,1,120,126.7,1,0,1,1,0,20,6,5,12.6,6,11,4,11.5,0
1,1,110,105.8,1,0,1,1,0,22,7,6,14.333333333333334,8,9,7,13.771428571428572,0
